,ENCFF488ZHV,ENCFF731FLQ,ENCFF421TJX,ENCFF003XKT,ENCFF928NYA,ENCFF387IEG,ENCFF468UWE,ENCFF379SQG,ENCFF488DCO,ENCFF366SYN,ENCFF713BHS,ENCFF384BFE,ENCFF611MXW,ENCFF973GEQ,ENCFF051DBP,ENCFF842TMB,ENCFF182FGP,ENCFF296ZTM,ENCFF546LDW,ENCFF307SLN,ENCFF352KRP,ENCFF136UBW,ENCFF171FQU,ENCFF717PSW,ENCFF855AWK
ZNF490,612.6406194707557,647.6137960905626,494.5277360315312,411.4784653791829,376.162267881223,596.5011752741638,470.0000000000001,490.00796177521175,802.5694553087837,395.355083689884,353.76916218275005,355.1156096110515,458.9516624708397,321.4197860239015,376.1107330409439,79.01501173113247,69.62363534473718,816.0391651913773,877.8936697895584,272.9472791296097,414.35737153099865,268.41110938073047,256.281895017976,218.99236535714417,306.22197044779483
ZNF492,14.555176704488796,20.45096198180724,25.73334373014755,5.899332836977533,13.931935847452705,21.21940939710464,30.000000000000007,26.667099960555745,20.341622139162723,32.43147170893579,29.3449074621636,13.764170915157036,6.038837664089996,5.688845770334541,16.23499567083211,12.476054483863022,24.86558405169185,38.95664356441248,35.02817635070558,11.764968928000416,26.981410239227817,10.023651387662133,1.979010772339583,17.009115755894694,6.855715756293915
ZNF496,4090.004653961352,3892.499763870645,5138.836858807291,5324.147885372224,5385.326474851718,7341.915651398205,7057.500000000002,9563.488723354303,5342.449669094646,3723.4418233449614,3526.2797133699924,4836.729659586183,4654.736071480569,2761.93462149742,3063.002516563658,2299.75270985875,2153.359578876514,4158.109113085711,4001.969148068112,6270.728438624222,6124.780124304715,5110.948468664614,4474.543356259796,3306.146875052031,3247.324029897884
ZNF501,408.8681456079126,451.6254104315765,270.75952968242206,200.5773164572361,206.44595846679917,165.03985086636942,167.50000000000003,135.00219355031345,297.7273785822908,296.51631276741296,254.3225313387512,311.070262682549,295.90304554040983,173.5097959952035,183.9966176027639,103.96712069885852,89.51610258609065,367.0125893699913,378.742156792004,171.7685463488061,237.0509613875016,204.92798392553692,273.1034865828624,246.63217846047303,260.51719873916875
ZNF502,71.45268564021774,129.52275921811253,46.99132333331291,48.66949590506465,58.26082263480222,44.79653094944312,37.50000000000001,28.333793708090475,92.46191881437602,94.20570353548015,78.25308656576959,63.31518620972236,74.88158703471595,91.02153232535264,110.93913708401942,24.952108967726044,34.81181767236859,104.56783272552823,122.59861722746952,28.235925427201,32.763141004776635,42.32208363679568,33.64318312977291,48.90120779819724,45.7047717086261
ZNF506,9.26238517558378,10.22548099090362,21.257979603165367,14.748332092443832,5.066158489982802,2.3577121552338487,15.000000000000004,5.000081242604201,14.793907010300162,7.721778978318046,4.8908179103606,11.01133673212563,4.831070131271997,2.8444228851672704,8.117497835416055,0.0,0.0,4.100699322569735,6.567783065757295,11.764968928000416,7.708974354065091,5.568695215367852,1.979010772339583,6.37841840846051,9.14095434172522
ZNF439,9.26238517558378,8.521234159086351,10.06956928570991,7.374166046221917,6.332698112478502,11.788560776169245,12.500000000000004,13.333549980277873,16.643145386587683,13.899202160972482,6.521090547147466,2.752834183031408,1.207767532817999,5.688845770334541,5.411665223610704,0.0,0.0,8.20139864513947,8.757044087676395,14.1179627136005,11.563461531097635,0.0,11.874064634037495,0.0,2.285238585431305
ZNF468,4834.965061654733,5122.965976442713,1757.699260872252,1932.031504110142,1775.6885507389718,2501.532596703113,2547.5000000000005,2603.3756336492543,5434.911587909022,3179.828583271372,3350.210268597011,3556.661764476578,3459.04621399075,1865.9414126697293,1850.7895064748604,648.7548331608772,671.37076939568,3512.2489697809783,3483.1142858732856,2115.341413254475,2727.049677750526,1904.4937636558047,1925.577481486414,1522.315860152575,1601.9522483873448
ZNF430,1653.997352782818,1596.879281412782,730.6031937298412,488.16979225989087,534.4797206931855,1115.1978494256105,1270.0000000000002,1233.3533731757032,2368.8743600243133,643.996366791725,674.9328716297628,1194.7300354356307,1285.0646549183512,585.9511143444577,738.692303022861,291.1079379568039,288.44077499962543,803.7370672236681,873.5151477457202,1680.0375629184596,1717.174037367999,555.7557824937115,532.3538977593478,363.5698492822491,363.3529350835775
ZNF431,3208.7548643986665,3423.8318851208955,2197.403786348252,1463.0345435704282,1190.5472451459582,2199.745440833181,3062.5000000000005,2011.699353274424,4630.49289422395,1539.7227282766182,1662.878089522604,2725.305841201093,2838.2537021222984,1385.2339450764605,1482.7962712693327,474.0900703867948,457.52674655113,1746.897911414707,1574.0786747598318,3901.263696524938,2981.445831434674,1360.989110635903,1193.3434957207685,750.5272327288534,859.2497081221707
ZNF432,678.8005135820684,712.3751756996189,370.3363815077756,284.642809384166,264.70678110160134,377.2339448374158,435.0000000000001,436.6737618541003,915.3729962623224,585.3108465565078,683.0842348136971,450.0883889256351,497.6002235210157,702.5724526363157,600.694839820788,112.2844903547672,99.4623362067674,756.5790250141162,704.9420490579497,395.302955980814,379.6669869377057,276.2072826822454,314.6627128019936,216.86622588765732,182.8190868345044
ZNF433,220.97404633178448,282.9049740816668,170.06383682532294,100.28865822861806,89.92431319719472,47.15424310467697,127.50000000000004,71.66783114399355,231.15479703594,206.94367661892363,207.0446248719321,183.06347317158856,199.28164291496984,113.7769154066908,162.3499567083211,74.85632690317813,94.48921939642902,229.6391620639052,258.33280058645363,101.1787327808036,88.65320507174854,94.66781866125348,124.67767865739371,93.5501366574208,102.83573634440872
ZNF436,1137.950178714579,1257.7341618811454,717.1771013488947,719.7186061112591,752.324535762446,898.2883311440963,740.0000000000001,806.6797738068112,1087.352165257062,1453.2388037194562,1411.8161034574264,1439.732277725426,1341.8297289607972,1126.391462526239,1374.5629667971186,307.7426772686212,377.9568775857161,2120.061549768553,2272.452940752024,675.3092164672239,765.1157046409603,762.9112445053956,693.6432757050237,784.5454642406427,952.9444901248542
ZNF44,604.7014321773983,577.7396759860545,352.4349249998469,191.72831720176984,245.70868676416583,172.11298733207096,230.00000000000009,183.33631222882076,586.2085652831439,693.4157522529605,689.6053253608445,525.7913289589987,565.2352053588237,435.1967014305923,535.7548571374596,187.14081725794532,213.8440228445499,631.5076956757392,731.2131813209788,171.7685463488061,188.86987167459472,197.13181062402197,142.48877560844994,321.0470598925123,409.05770679220353
ZNF440,3019.5375672403125,3485.1847710663174,1380.649833174003,1278.6803924148803,1252.6076866482476,1428.7735660717124,1690.0000000000005,1651.6935038069214,3565.331589482339,2432.3603781701845,2368.786141251317,2283.4759548245524,2270.6029616978385,1601.410084349173,1945.493647888048,449.1379614190688,397.8493448270696,2435.8153976064227,2629.3024873248373,1785.9222832704634,1958.079485932533,1132.672606805821,1291.3045289515778,754.779511667827,760.9844489486245
ZNF441,1500.5063984445724,1605.4005155718685,859.2699123805791,538.3141213741999,515.48162635575,579.9971901875268,915.0000000000002,666.6774990138936,2583.386011673666,959.0449491071012,1209.662296495855,1030.936401545262,1233.1306510071772,1590.032392808504,1490.9137691047488,112.2844903547672,109.40856982744414,1211.7566498193569,1344.2062674583265,545.8945582592194,851.8416661241926,574.6893462259623,528.3958762146685,182.847994375868,237.6648128848557
ZNF442,627.1957961752445,654.4307834178317,591.8669057933936,244.8223127345676,272.3060188365756,480.9732796677051,517.5000000000001,415.0067431361488,911.6745195097476,393.8107278942204,459.7368835738964,375.7618659837871,479.4837105287457,361.2417064162433,316.58241558122614,158.03002346226495,144.22038749981272,547.4433595630596,575.7756487647229,501.1876763328178,510.7195509568122,373.102579429646,246.38684115627805,163.7127391504864,233.0943357139931
ZNF444,220.97404633178448,163.60769585445792,1059.5424570630316,1520.553038730959,1513.5148488823618,858.207224505121,810.0000000000002,1293.3543480869537,562.1684663914061,631.6415204264162,609.7219661582881,408.795876180164,393.7322156986677,247.4647910095525,419.4040548298295,482.4074400427035,706.1825870680485,395.71748462797945,394.0669839454377,912.9615888128324,761.2612174639278,921.0621886218428,895.5023744836611,506.0211937378671,596.4472707975706
ZNF445,6568.354287371127,6525.561119028327,6050.69229967991,5142.743400635165,5397.991871076675,13094.733310168796,10742.500000000002,14093.56232915371,15039.855714346402,3686.377284249035,3836.0315143594967,5672.214834136214,5858.880301700115,5421.470019128817,5235.786103843356,1235.1293939024392,1193.5480344812088,6772.304931223917,6287.557654951651,15673.291605882156,12945.295184063803,3461.5009458726563,3148.606138792276,2223.941885083231,2049.8590111318804
